id,SALE PRICE
train429,420000.0
train430,585493.0
train431,3089000.0
train432,450000.0
train433,565000.0
train434,310000.0
train435,820000.0
train436,1325000.0
train437,2300000.0
train438,819000.0
train439,1750000.0
train440,7220500.0
train441,610000.0
train442,100.0
train443,455000.0
train444,814600.0
train445,130000.0
train446,665000.0
train447,630000.0
train448,235000.0
train449,306000.0
train450,432000.0
train451,115000.0
train452,1.0
train453,500000.0
train454,750000.0
train455,330000.0
train456,710000.0
train457,512000.0
train458,107000.0
train459,489854.0
train460,1300000.0
train461,170000.0
train462,215000.0
train463,450000.0
train464,500.0
train465,885000.0
train466,10.0
train467,333606.0
train468,400000.0
train469,268000.0
train470,439999.0
train471,225000.0
train472,232366.0
train473,745000.0
train474,1100000.0
train475,6625000.0
train476,894023.0
train477,470000.0
train478,425000.0
train479,640000.0
train480,144500.0
train481,640000.0
train482,1825000.0
train483,680000.0
train484,640500.0
train485,270000.0
train486,1.0
train487,266600.0
train488,314340.0
train489,225000.0
train490,799000.0
train491,250000.0
train492,1439000.0
train493,390000.0
train494,735000.0
train495,1312600.0
train496,784052.0
train497,550000.0
train498,515000.0
train499,99000.0
train500,850000.0
train501,330114.0
train502,650000.0
train503,730000.0
train504,626000.0
train505,5950000.0
train506,345000.0
train507,785000.0
train508,600000.0
train509,153000.0
train510,975000.0
train511,680000.0
train512,1100000.0
train513,200000.0
train514,738231.0
train515,115000.0
train516,250000.0
train517,5400000.0
train518,350000.0
train519,625000.0
train520,720000.0
train521,429999.0
train522,780000.0
train523,585000.0
train524,420000.0
train525,675000.0
train526,780000.0
train527,540000.0
train528,535000.0
train529,370000.0
train530,1600000.0
train531,300000.0
train532,182500.0
train533,475000.0
train534,185000.0
train535,620000.0
train536,307400.0
train537,950000.0
train538,714400.0
train539,360000.0
train540,1200000.0
train541,550000.0
train542,585000.0
train543,750000.0
train544,10.0
train545,757500.0
train546,902000.0
train547,136000.0
train548,665000.0
train549,580000.0
train550,373000.0
train551,2160000.0
train552,1505511.0
train553,382000.0
train554,485000.0
train555,865000.0
train556,469000.0
train557,234000.0
train558,590000.0
train559,441761.0
train560,640000.0
train561,3100000.0
train562,560000.0
train563,655000.0
train564,2600000.0
train565,583193.0
train566,559000.0
train567,3410000.0
train568,115000.0
train569,725000.0
train570,735000.0
train571,905000.0
train572,450000.0
train573,350000.0
train574,380000.0
train575,485000.0
train576,950000.0
train577,625000.0
train578,350000.0
train579,14255280.0
train580,3284000.0
train581,830000.0
train582,910000.0
train583,212000.0
train584,498000.0
train585,401600.0
train586,630000.0
train587,1384820.0
train588,493500.0
train589,995000.0
train590,1150000.0
train591,639000.0
train592,624000.0
train593,485000.0
train594,1100000.0
train595,568560.0
train596,785000.0
train597,730000.0
train598,797000.0
train599,900000.0
train600,950000.0
train601,725000.0
train602,310000.0
train603,980000.0
train604,685000.0
train605,449900.0
train606,570000.0
train607,933440.0
train608,750000.0
train609,495000.0
train610,234000.0
train611,500000.0
train612,170000.0
train613,550000.0
train614,180000.0
train615,490000.0
train616,999000.0
train617,532500.0
train618,1680112.0
train619,609000.0
train620,625000.0
train621,380000.0
train622,795000.0
train623,405000.0
train624,1140000.0
train625,18000000.0
train626,370000.0
train627,430000.0
train628,1400000.0
train629,1988642.0
train630,530000.0
train631,483000.0
train632,1450000.0
train633,1275000.0
train634,126000.0
train635,1250000.0
train636,511000.0
train637,350000.0
train638,1150000.0
train639,299000.0
train640,45352000.0
train641,130000.0
train642,1830000.0
train643,1525000.0
train644,8500000.0
train645,975000.0
train646,2950000.0
train647,900000.0
train648,570000.0
train649,733000.0
train650,255000.0
train651,1230000.0
train652,115000.0
train653,1578288.0
train654,974500.0
train655,2700000.0
train656,750000.0
train657,405000.0
train658,650000.0
train659,1150000.0
train660,295000.0
train661,2575000.0
train662,2059923.0
train663,834965.0
train664,655000.0
train665,521000.0
train666,190000.0
train667,7150000.0
train668,284000.0
train669,600000.0
train670,195000.0
train671,1430000.0
train672,294500.0
train673,150000.0
train674,550000.0
train675,500000.0
train676,1400000.0
train677,950000.0
train678,450000.0
train679,792500.0
train680,841000.0
train681,3774.0
train682,1375000.0
train683,583000.0
train684,2087412.0
train685,988000.0
train686,1170000.0
train687,250000.0
train688,738850.0
train689,436000.0
train690,560000.0
train691,670000.0
train692,419400.0
train693,1500000.0
train694,1300000.0
train695,1013158.0
train696,900000.0
train697,169500.0
train698,303000.0
train699,322000.0
train700,212000.0
train701,585000.0
train702,155000.0
train703,1700000.0
train704,450000.0
train705,620000.0
train706,350000.0
train707,533424.0
train708,369000.0
train709,450000.0
train710,148800.0
train711,180000.0
train712,10.0
train713,650000.0
train714,3567286.0
train715,9272250.0
train716,390000.0
train717,609931.0
train718,456000.0
train719,938000.0
train720,885876.0
train721,850000.0
train722,610000.0
train723,350000.0
train724,1567500.0
train725,483000.0
train726,304500.0
train727,500000.0
train728,650000.0
train729,195000.0
train730,9936761.0
train731,405000.0
train732,13226118.0
train733,877731.0
train734,460000.0
train735,690000.0
train736,1120000.0
train737,7000000.0
train738,290000.0
train739,1065000.0
train740,8700000.0
train741,992793.0
train742,309270.0
train743,480000.0
train744,829900.0
train745,155000.0
train746,685000.0
train747,720000.0
train748,5887500.0
train749,10.0
train750,522500.0
train751,265000.0
train752,854500.0
train753,750000.0
train754,410000.0
train755,778000.0
train756,460000.0
train757,230000.0
train758,730000.0
train759,505000.0
train760,1900000.0
train761,500000.0
train762,1515000.0
train763,250000.0
train764,1120000.0
train765,777000.0
train766,980000.0
train767,244374.0
train768,565000.0
train769,320000.0
train770,1485000.0
train771,1850000.0
train772,380000.0
train773,670000.0
train774,570000.0
train775,450000.0
train776,610000.0
train777,290000.0
train778,540000.0
train779,650000.0
train780,10.0
train781,550000.0
train782,689000.0
train783,1100000.0
train784,147500.0
train785,365379.0
train786,920000.0
train787,500000.0
train788,145000.0
train789,607000.0
train790,488000.0
train791,7215000.0
train792,822000.0
train793,188375.0
train794,1600000.0
train795,190000.0
train796,870000.0
train797,1560000.0
train798,211114.0
train799,750000.0
train800,195000.0
train801,2200000.0
train802,840000.0
train803,925000.0
train804,2031408.0
train805,600000.0
train806,941881.0
train807,240000.0
train808,303000.0
train809,848000.0
train810,1200000.0
train811,290000.0
train812,760000.0
train813,690000.0
train814,145000.0
train815,685000.0
train816,3700000.0
train817,1425000.0
train818,125000.0
train819,530000.0
train820,1185000.0
train821,6800000.0
train822,6300000.0
train823,110000.0
train824,1268000.0
train825,197500.0
train826,515000.0
train827,485000.0
train828,445000.0
train829,380000.0
train830,720000.0
train831,750000.0
train832,457500.0
train833,620000.0
train834,778920.0
train835,355000.0
train836,999999.0
train837,670000.0
train838,445000.0
train839,990000.0
train840,330000.0
train841,1100050.0
train842,910000.0
train843,275000.0
train844,3300000.0
train845,350000.0
train846,645000.0
train847,20000.0
train848,10.0
train849,10.0
train850,1275000.0
train851,1150000.0
train852,100000.0
train853,1040000.0
train854,417768.0
train855,1300000.0
train856,533900.0
train857,307000.0
train858,297000.0
train859,845147.0
train860,415000.0
train861,3100000.0
train862,570000.0
train863,206250.0
train864,825000.0
train865,375000.0
train866,799000.0
train867,1870000.0
train868,293240.0
train869,655000.0
train870,5600000.0
train871,440000.0
train872,145000.0
train873,625000.0
train874,1400000.0
train875,135000.0
train876,540000.0
train877,995000.0
train878,1070000.0
train879,200000.0
train880,690000.0
train881,401000.0
train882,2075000.0
train883,500000.0
train884,355000.0
train885,918400.0
train886,671539.0
train887,300000.0
train888,425000.0
train889,1900000.0
train890,745000.0
train891,1093000.0
train892,1450000.0
train893,1486645.0
train894,850000.0
train895,950000.0
train896,1048000.0
train897,250712.0
train898,830000.0
train899,469000.0
train900,599000.0
train901,3000000.0
train902,322500.0
train903,330000.0
train904,763687.0
train905,623000.0
train906,131000.0
train907,12400000.0
train908,575000.0
train909,489250.0
train910,142500.0
train911,450000.0
train912,10.0
train913,900000.0
train914,790000.0
train915,460911.0
train916,576940.0
train917,440000.0
train918,10.0
train919,200000.0
train920,670000.0
train921,480000.0
train922,515000.0
train923,1181000.0
train924,630000.0
train925,845000.0
train926,937500.0
train927,2495000.0
train928,310000.0
train929,257000.0
train930,315000.0
train931,800000.0
train932,580000.0
train933,735000.0
train934,1160000.0
train935,19250000.0
train936,150000.0
train937,280000.0
train938,725000.0
train939,635000.0
train940,750000.0
train941,442000.0
train942,5700000.0
train943,590000.0
train944,948500.0
train945,425000.0
train946,430000.0
train947,375000.0
train948,860000.0
train949,725000.0
train950,1500000.0
train951,955000.0
train952,650000.0
train953,360000.0
train954,175000.0
train955,294060.0
train956,2627500.0
train957,575000.0
train958,565000.0
train959,10000.0
train960,383000.0
train961,635000.0
train962,590000.0
train963,420000.0
train964,825000.0
train965,591000.0
train966,10.0
train967,485000.0
train968,355000.0
train969,830000.0
train970,863000.0
train971,890000.0
train972,999000.0
train973,998000.0
train974,1600000.0
train975,500000.0
train976,865000.0
train977,775000.0
train978,580000.0
train979,608000.0
train980,3650000.0
train981,390000.0
train982,1471371.0
train983,478325.0
train984,726059.0
train985,760000.0
train986,467000.0
train987,725000.0
train988,150000.0
train989,1430000.0
train990,1100000.0
train991,537625.0
train992,396000.0
train993,695000.0
train994,1275.0
train995,168011.0
train996,235000.0
train997,995000.0
train998,1175000.0
train999,450000.0
train1000,200000.0
train1001,960000.0
train1002,569000.0
train1003,345000.0
train1004,569073.0
train1005,705550.0
train1006,732250.0
train1007,850000.0
train1008,1000000.0
train1009,1200000.0
train1010,1950000.0
train1011,75000.0
train1012,775000.0
train1013,661580.0
train1014,565000.0
train1015,500000.0
train1016,550000.0
train1017,533000.0
train1018,2500000.0
train1019,505000.0
train1020,300000.0
train1021,650000.0
train1022,2800000.0
train1023,412000.0
train1024,750000.0
train1025,794133.0
train1026,2500000.0
train1027,900000.0
train1028,615000.0
train1029,3200000.0
train1030,5000000.0
train1031,562000.0
train1032,700000.0
train1033,817000.0
train1034,710000.0
train1035,700000.0
train1036,600000.0
train1037,775000.0
train1038,2375000.0
train1039,1600000.0
train1040,1700000.0
train1041,995000.0
train1042,579500.0
train1043,500000.0
train1044,699500.0
train1045,835000.0
train1046,395000.0
train1047,521000.0
train1048,490000.0
train1049,1725000.0
train1050,1050000.0
train1051,875000.0
train1052,475000.0
train1053,1400000.0
train1054,783000.0
train1055,7000000.0
train1056,795000.0
train1057,275000.0
train1058,915000.0
train1059,825000.0
train1060,665900.0
train1061,1633333.0
train1062,103000.0
train1063,599000.0
train1064,861500.0
train1065,102873750.0
train1066,665000.0
train1067,55000.0
train1068,380000.0
train1069,1100000.0
train1070,435000.0
train1071,466440.0
train1072,999000.0
train1073,1195000.0
train1074,1025000.0
train1075,1580000.0
train1076,1350000.0
train1077,768778.0
train1078,925000.0
train1079,725000.0
train1080,10140400.0
train1081,1650000.0
train1082,985000.0
train1083,290000.0
train1084,490000.0
train1085,740000.0
train1086,870000.0
train1087,800000.0
train1088,499000.0
train1089,827500.0
train1090,5300000.0
train1091,699000.0
train1092,805000.0
train1093,3762234.0
train1094,615000.0
train1095,370000.0
train1096,999999.0
train1097,900000.0
train1098,375000.0
train1099,248000.0
train1100,507000.0
train1101,404250.0
train1102,725000.0
train1103,380000.0
train1104,888000.0
train1105,227000.0
train1106,305000.0
train1107,19000.0
train1108,995000.0
train1109,1000.0
train1110,1450000.0
train1111,330000.0
train1112,400000.0
train1113,835000.0
train1114,835000.0
train1115,429000.0
train1116,685000.0
train1117,990000.0
train1118,740000.0
train1119,370265.0
train1120,613000.0
train1121,375000.0
train1122,585000.0
train1123,275000.0
train1124,330000.0
train1125,977520.0
train1126,314340.0
train1127,2600000.0
train1128,1200000.0
train1129,189500.0
train1130,1507010.0
train1131,412000.0
train1132,1195000.0
train1133,849000.0
train1134,1320000.0
train1135,529900.0
train1136,615000.0
train1137,743999.0
train1138,730000.0
train1139,710000.0
train1140,625000.0
train1141,390000.0
train1142,649999.0
train1143,20080.0
train1144,355000.0
train1145,740000.0
train1146,735000.0
train1147,1200000.0
train1148,385000.0
train1149,1950000.0
train1150,300000.0
train1151,950000.0
train1152,245000.0
train1153,1380000.0
train1154,9800000.0
train1155,440000.0
train1156,750000.0
train1157,500.0
train1158,380000.0
train1159,560000.0
train1160,657500.0
train1161,160000.0
train1162,560000.0
train1163,410000.0
train1164,438000.0
train1165,999000.0
train1166,342000.0
train1167,1832850.0
train1168,223250.0
train1169,2065011.0
train1170,589485.0
train1171,1300000.0
train1172,676900.0
train1173,750000.0
train1174,40500.0
train1175,241000.0
train1176,300000.0
train1177,712775.0
train1178,1075000.0
train1179,830000.0
train1180,620000.0
train1181,2600000.0
train1182,885000.0
train1183,947000.0
train1184,135000000.0
train1185,330000.0
train1186,1175000.0
train1187,208000.0
train1188,975000.0
train1189,20000.0
train1190,16575000.0
train1191,10.0
train1192,275000.0
train1193,1500000.0
train1194,1800000.0
train1195,355000.0
train1196,465000.0
train1197,2520000.0
train1198,850000.0
train1199,800000.0
train1200,850000.0
train1201,1458134.0
train1202,280000.0
train1203,540000.0
train1204,405498.0
train1205,1230000.0
train1206,1650000.0
train1207,605000.0
train1208,595000.0
train1209,900000.0
train1210,585000.0
train1211,330000.0
train1212,360571.0
train1213,460000.0
train1214,569000.0
train1215,318000.0
train1216,411000.0
train1217,1273500.0
train1218,8600000.0
train1219,7700000.0
train1220,999000.0
train1221,555000.0
train1222,615000.0
train1223,12075000.0
train1224,675000.0
train1225,470000.0
train1226,1090000.0
train1227,586000.0
train1228,450000.0
train1229,1580000.0
train1230,560000.0
train1231,350000.0
train1232,560000.0
train1233,1050000.0
train1234,2500000.0
train1235,1900000.0
train1236,515000.0
train1237,530000.0
train1238,750000.0
train1239,850000.0
train1240,660000.0
train1241,995000.0
train1242,275000.0
train1243,530000.0
train1244,999000.0
train1245,100.0
train1246,507000.0
train1247,910000.0
train1248,930000.0
train1249,195000.0
train1250,440000.0
train1251,540000.0
train1252,500000.0
train1253,325000.0
train1254,570000.0
train1255,640000.0
train1256,923500.0
train1257,7475000.0
train1258,350000.0
train1259,899000.0
train1260,930000.0
train1261,730000.0
train1262,110000.0
train1263,2597252.0
train1264,13000000.0
train1265,405000.0
train1266,464000.0
train1267,355000.0
train1268,385000.0
train1269,495000.0
train1270,10.0
train1271,1200000.0
train1272,6000000.0
train1273,375000.0
train1274,200000.0
train1275,422000.0
train1276,910000.0
train1277,480000.0
train1278,5173000.0
train1279,400000.0
train1280,2336883.0
train1281,430000.0
train1282,260000.0
train1283,2184146.0
train1284,371437.0
train1285,425000.0
train1286,405000.0
train1287,700000.0
train1288,475000.0
train1289,1275000.0
train1290,210000.0
train1291,2450000.0
train1292,1900000.0
train1293,3565000.0
train1294,165000.0
train1295,990000.0
train1296,500000.0
train1297,427665.0
train1298,670000.0
train1299,655000.0
train1300,1400000.0
train1301,623000.0
train1302,535000.0
train1303,999000.0
train1304,350000.0
train1305,567000.0
train1306,623000.0
train1307,1350000.0
train1308,10.0
train1309,347000.0
train1310,11000.0
train1311,995000.0
train1312,535000.0
train1313,735000.0
train1314,970000.0
train1315,10.0
train1316,1100000.0
train1317,250000.0
train1318,550000.0
train1319,1300000.0
train1320,210000.0
train1321,838000.0
train1322,600000.0
train1323,1180000.0
train1324,304000.0
train1325,928000.0
train1326,891425.0
train1327,10000.0
train1328,510000.0
train1329,428000.0
train1330,1350000.0
train1331,219000.0
train1332,390000.0
train1333,625000.0
train1334,425000.0
train1335,615000.0
train1336,640000.0
train1337,454568.0
train1338,360000.0
train1339,585000.0
train1340,200000.0
train1341,920000.0
train1342,241819.0
train1343,840000.0
train1344,360000.0
train1345,1485000.0
train1346,1150000.0
train1347,706000.0
train1348,990000.0
train1349,2550000.0
train1350,950000.0
train1351,3516373.0
train1352,630000.0
train1353,432334.0
train1354,998000.0
train1355,10.0
train1356,659000.0
train1357,725000.0
train1358,800000.0
train1359,72000.0
train1360,665000.0
train1361,680000.0
train1362,212500000.0
train1363,1282000.0
train1364,272850.0
train1365,585000.0
train1366,851000.0
train1367,300000.0
train1368,707683.0
train1369,2500000.0
train1370,172500000.0
train1371,343746.0
train1372,349184.0
train1373,4327562.0
train1374,455000.0
train1375,500000.0
train1376,965000.0
train1377,510000.0
train1378,270000.0
train1379,1675000.0
train1380,10182500.0
train1381,386250.0
train1382,1550000.0
train1383,715000.0
train1384,435000.0
train1385,440000.0
train1386,980000.0
train1387,870000.0
train1388,4025498.0
train1389,490000.0
train1390,1270000.0
train1391,837500.0
train1392,700000.0
train1393,500000.0
train1394,540000.0
train1395,600000.0
train1396,275000.0
train1397,580000.0
train1398,510000.0
train1399,535000.0
train1400,810000.0
train1401,185000.0
train1402,10.0
train1403,10000.0
train1404,1285000.0
train1405,295000.0
train1406,287000.0
train1407,465000.0
train1408,725000.0
train1409,950000.0
train1410,643500.0
train1411,10.0
train1412,192000.0
train1413,4400000.0
train1414,470000.0
train1415,615000.0
train1416,2400000.0
train1417,571800.0
train1418,390000.0
train1419,450000.0
train1420,300000.0
train1421,843000.0
train1422,300000.0
train1423,659000.0
train1424,727000.0
train1425,402000.0
train1426,1330000.0
train1427,750000.0
train1428,175000.0
train1429,1095000.0
train1430,550000.0
train1431,300000.0
train1432,150000.0
train1433,555000.0
train1434,900000.0
train1435,549000.0
train1436,588000.0
train1437,439000.0
train1438,190000.0
train1439,10.0
train1440,645000.0
train1441,550000.0
train1442,10.0
train1443,530000.0
train1444,1915000.0
train1445,117000.0
train1446,1272812.0
train1447,330000.0
train1448,490000.0
train1449,430000.0
train1450,3.0
train1451,601800.0
train1452,857000.0
train1453,740000.0
train1454,500000.0
train1455,752752.0
train1456,300000.0
train1457,580301.0
train1458,210000.0
train1459,850000.0
train1460,1427329.0
train1461,400000.0
train1462,990000.0
train1463,420000.0
train1464,145000.0
train1465,650000.0
train1466,557000.0
train1467,17750000.0
train1468,400000.0
train1469,350000.0
train1470,425000.0
train1471,518500.0
train1472,500.0
train1473,2174000.0
train1474,530000.0
train1475,749000.0
train1476,410000.0
train1477,86375000.0
train1478,675000.0
train1479,3767525.0
train1480,1000.0
train1481,620000.0
train1482,610000.0
train1483,1100000.0
train1484,480000.0
train1485,420000.0
train1486,217000.0
train1487,1575000.0
train1488,315000.0
train1489,387000.0
train1490,570000.0
train1491,830000.0
train1492,680000.0
train1493,580000.0
train1494,650000.0
train1495,730000.0
train1496,2025000.0
train1497,380000.0
train1498,367000.0
train1499,670000.0
train1500,670000.0
train1501,551891.0
train1502,3800000.0
train1503,625000.0
train1504,310000.0
train1505,365000.0
train1506,855000.0
train1507,3000000.0
train1508,5800000.0
train1509,395460.0
train1510,126000.0
train1511,2200000.0
train1512,585000.0
train1513,2510.0
train1514,387000.0
train1515,885000.0
train1516,455000.0
train1517,770000.0
train1518,150000.0
train1519,525000.0
train1520,225000.0
train1521,460000.0
train1522,1560000.0
train1523,650000.0
train1524,435000.0
train1525,652000.0
train1526,997000.0
train1527,3075000.0
train1528,1324250.0
train1529,624000.0
train1530,820000.0
train1531,760000.0
train1532,357500.0
train1533,653000.0
train1534,850000.0
train1535,470000.0
train1536,12500000.0
train1537,300000.0
train1538,490000.0
train1539,590000.0
train1540,440000.0
train1541,330000.0
train1542,740000.0
train1543,715000.0
train1544,350000.0
train1545,100.0
train1546,1400000.0
train1547,495000.0
train1548,621132.0
train1549,330000.0
train1550,908000.0
train1551,850000.0
train1552,1200000.0
train1553,415000.0
train1554,505000.0
train1555,650000.0
train1556,476500.0
train1557,635000.0
train1558,556800.0
train1559,743536.0
train1560,210000.0
train1561,389990.0
train1562,610000.0
train1563,541000.0
train1564,995000.0
train1565,495000.0
train1566,894000.0
train1567,420000.0
train1568,149734.0
train1569,423000.0
train1570,652000.0
train1571,860000.0
train1572,340000.0
train1573,2200000.0
train1574,665000.0
train1575,450000.0
train1576,3200000.0
train1577,8900000.0
train1578,532500.0
train1579,989000.0
train1580,1235000.0
train1581,4900000.0
train1582,510000.0
train1583,1250000.0
train1584,1020000.0
train1585,430000.0
train1586,1400000.0
train1587,440000.0
train1588,450204.0
train1589,300000.0
train1590,275000.0
train1591,200000.0
train1592,790000.0
train1593,325000.0
train1594,615000.0
train1595,1120075.0
train1596,1215000.0
train1597,585000.0
train1598,330000.0
train1599,160000.0
train1600,430000.0
train1601,695000.0
train1602,360000.0
train1603,720000.0
train1604,880000.0
train1605,599000.0
train1606,826200.0
train1607,500000.0
train1608,926607.0
train1609,600000.0
train1610,2080000.0
train1611,530000.0
train1612,168000.0
train1613,415000.0
train1614,469000.0
train1615,955000.0
train1616,650000.0
train1617,267750.0
train1618,930000.0
train1619,1650000.0
train1620,435000.0
train1621,585000.0
train1622,465750.0
train1623,1675000.0
train1624,302500.0
train1625,539000.0
train1626,577000.0
train1627,640000.0
train1628,875000.0
train1629,260000.0
train1630,1375000.0
